"1.1 At International level (medals won) – Individual Sports"
1.1,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.2,"NCOE National Water Sports Academy (KI), Alleppey",Team,,"Kayaking & Canoeing",national,medals_won,1,26,0,34,0,18,4,32,14,16
1.2,"NCOE National Water Sports Academy (KI), Alleppey",Team,,Rowing,national,medals_won,0,12,3,12,0,0,2,5,3,8
"1.21 At National Level (Participation)- Team Sports"
1.21,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.21,"NCOE Bengaluru",Team,,Hockey,national,participation,0,0,0,0,0,0,25,47,19,53
1.21,"NCOE Mumbai",Team,,Kabaddi,national,participation,0,0,0,0,4,1,1,0,11,6
1.21,"NCOE Mumbai",Team,,Hockey,national,participation,0,0,0,0,0,4,0,5,0,29
1.21,"NCOE Imphal",Team,,Archery,national,participation,0,0,0,1,0,0,0,0,7,7
1.21,"NCOE Imphal",Team,,Athletics,national,participation,0,0,0,0,0,0,0,0,0,0
1.21,"NCOE Imphal",Team,,Cycling,national,participation,0,0,4,6,0,0,0,0,9,5
1.21,"NCOE Imphal",Team,,Football,national,participation,0,0,0,0,0,0,0,0,0,0
1.21,"NCOE Imphal",Team,,Hockey,national,participation,0,0,0,6,0,0,0,0,3,9
1.21,"NCOE THIRUVANANTHAPURAM",Team,,Volleyball,national,participation,1,1,0,0,0,0,1,1,4,3
1.21,"NCOE DHARAMSHALA",Team,,Kabaddi,national,participation,0,25,0,20,0,12,0,12,0,43
1.21,"NCOE THIRUVANANTHAPURAM",Team,,Football,national,participation,0,0,0,0,0,0,0,0,0,0
1.21,"NCOE Sonepat",Team,,Hockey,national,participation,1,0,1,0,0,0,0,0,0,0
1.21,"NCOE Sonepat",Team,,Kabaddi,national,participation,0,0,1,0,0,0,0,0,0,0
1.21,"NCOE JAGATPUR",Team,,"Kayaking & Canoeing",national,participation,0,0,0,0,0,0,0,0,0,0
1.21,"NCOE JAGATPUR",Team,,Rowing,national,participation,6,11,10,9,0,0,0,2,6,11
1.21,"NCOE DHARAMSHALA",Team,,Volleyball,national,participation,0,14,0,33,0,8,0,28,0,24
1.21,"NCOE National Water Sports Academy (KI), Alleppey",Team,,"Kayaking & Canoeing",national,participation,1,27,0,38,0,21,4,33,28,30
1.21,"NCOE National Water Sports Academy (KI), Alleppey",Team,,Rowing,national,participation,12,32,12,17,0,0,5,5,3,11
"1.22 No. of Sports Person selected to the Senior National Coaching camp"
1.22,"NCOE Name",Displine,Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.22,"NCOE Bengaluru",Hockey,0,0,0,0,0,0,6,0,3,9
1.22,"NCOE Bengaluru",Taekwondo,0,0,0,0,0,0,0,0,0,0
1.22,"NCOE Bengaluru",Athletics,2,1,3,2,3,4,5,8,7,6
1.22,"NCOE THIRUVANANTHAPURAM",Football,0,0,0,0,0,0,0,0,0,0
1.22,"NCOE Imphal",Archery,0,0,0,0,0,0,0,0,0,0
1.22,"NCOE Imphal",Athletics,0,0,0,0,0,0,0,0,0,0
1.22,"NCOE Imphal",Cycling,0,0,0,0,0,0,0,0,0,0
1.22,"NCOE Imphal",Fencing,0,0,0,3,0,0,0,0,0,0
1.22,"NCOE Imphal",Football,0,0,0,0,0,0,0,0,0,0
1.22,"NCOE Imphal",Hockey,0,0,0,0,0,0,0,0,0,0
1.22,"NCOE Imphal",Judo,0,0,0,0,0,0,0,0,0,0
1.22,"NCOE Imphal",Weightlifting,0,0,0,0,0,0,0,0,1,0
1.22,"NCOE Imphal",Wushu,0,0,0,0,0,0,3,3,3,3
1.22,"NCOE Mumbai",Hockey,0,0,0,0,0,0,0,0,0,1
1.22,"NCOE Mumbai",Kabaddi,0,0,0,0,0,0,0,0,0,0
1.22,"NCOE Mumbai",Wrestling,0,0,0,0,0,0,0,0,0,0
1.22,"NCOE JAGATPUR","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.22,"NCOE JAGATPUR",Rowing,0,0,0,0,0,0,2,2,0,5
1.22,"NCOE National Water Sports Academy (KI), Alleppey","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.22,"NCOE National Water Sports Academy (KI), Alleppey",Rowing,0,0,0,0,0,0,0,3,0,2
1.22,"NCOE Sonepat",Archery,4,3,5,2,0,0,3,3,3,3
1.22,"NCOE Sonepat",Athletics,1,0,3,0,0,0,0,0,0,0
1.22,"NCOE Sonepat",Hockey,3,0,3,0,0,0,1,0,1,0
1.22,"NCOE Sonepat",Kabaddi,0,0,0,0,0,0,0,0,0,0
1.22,"NCOE Sonepat",Wrestling,7,0,7,0,0,0,6,0,5,0
"1.23 No. of Sports Person selected to the Junior National Coaching camp"
1.23,"NCOE Name",Displine,Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.23,"NCOE Bengaluru",Hockey,0,0,0,0,37,37,37,37,40,37
1.23,"NCOE Bengaluru",Athletics,0,0,0,11,0,0,0,1,4,1
1.23,"NCOE THIRUVANANTHAPURAM",Football,0,0,0,0,0,0,0,0,0,0
1.23,"NCOE Imphal",Archery,0,0,0,0,0,0,0,0,0,0
1.23,"NCOE Imphal",Athletics,0,0,0,0,0,0,0,0,0,0
1.23,"NCOE Imphal",Cycling,0,0,1,0,0,0,0,0,0,0
1.23,"NCOE Imphal",Fencing,0,0,0,0,0,0,0,0,0,0
1.23,"NCOE Imphal",Football,0,0,0,1,0,1,0,1,0,2
1.23,"NCOE Imphal",Hockey,0,0,0,0,0,0,0,0,0,0
1.23,"NCOE Imphal",Judo,0,0,0,0,0,0,0,0,0,0
1.23,"NCOE Imphal",Weightlifting,0,0,0,0,0,0,0,0,0,0
1.23,"NCOE Imphal",Wushu,0,0,0,0,0,0,0,0,0,0
1.23,"NCOE Mumbai",Kabaddi,0,0,0,0,0,0,0,0,1,0
1.23,"NCOE Mumbai",Hockey,0,0,0,0,0,0,0,0,0,0
1.23,"NCOE Mumbai",Wrestling,0,0,0,0,0,0,0,0,0,0
1.23,"NCOE JAGATPUR","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.23,"NCOE JAGATPUR",Rowing,0,5,0,4,0,0,0,0,1,0
1.23,"NCOE National Water Sports Academy (KI), Alleppey","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.23,"NCOE National Water Sports Academy (KI), Alleppey",Rowing,0,0,0,0,0,0,0,0,0,0
1.23,"NCOE Sonepat",Archery,3,4,2,3,0,0,6,3,6,3
1.23,"NCOE Sonepat",Athletics,0,0,2,0,0,0,0,0,1,1
1.23,"NCOE Sonepat",Hockey,2,0,0,0,0,0,0,0,3,0
1.23,"NCOE Sonepat",Kabaddi,0,0,2,0,0,0,4,0,0,0
1.23,"NCOE Sonepat",Wrestling,0,0,3,0,0,0,3,0,0,0
"1.24 No. of NCOE athletes receiving Stipend under TOPS (Rs 50000 pm)"
1.24,"NCOE Name",Displine,Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.24,"NCOE Bengaluru",Hockey,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Bengaluru",Weightlifting,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Bengaluru",Athletics,0,0,0,0,0,1,0,2,3,1
1.24,"NCOE THIRUVANANTHAPURAM",Football,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Imphal",Archery,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Imphal",Athletics,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Imphal",Cycling,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Imphal",Fencing,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Imphal",Football,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Imphal",Hockey,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Imphal",Judo,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Imphal",Weightlifting,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Imphal",Wushu,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Mumbai",Hockey,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Mumbai",Kabaddi,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Mumbai",Wrestling,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE JAGATPUR","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.24,"NCOE JAGATPUR",Rowing,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE National Water Sports Academy (KI), Alleppey","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.24,"NCOE National Water Sports Academy (KI), Alleppey",Rowing,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Sonepat",Archery,0,0,0,0,0,0,8,5,8,5
1.24,"NCOE Sonepat",Athletics,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Sonepat",Hockey,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Sonepat",Kabaddi,0,0,0,0,0,0,0,0,0,0
1.24,"NCOE Sonepat",Wrestling,0,0,0,0,0,0,0,0,1,0
"1.25 No. of NCOE athletes receiving Stipend under Developmental Athlete (Rs 25000 pm)"
1.25,"NCOE Name",Displine,Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.25,"NCOE Bengaluru",Hockey,0,0,0,0,0,0,0,0,0,0
1.25,"NCOE Bengaluru",Weightlifting,0,0,0,0,0,0,0,0,0,0
1.25,"NCOE Bengaluru",Taekwondo,0,0,0,0,0,0,0,0,0,0
1.25,"NCOE Bengaluru",Athletics,0,0,0,0,0,0,0,2,0,2
1.25,"NCOE THIRUVANANTHAPURAM",Football,0,0,0,0,0,0,0,0,0,0
1.25,"NCOE Imphal",Archery,0,0,0,0,0,0,0,0,0,0
1.25,"NCOE Mumbai",Hockey,0,0,0,0,0,0,0,0,0,0
1.25,"NCOE Mumbai",Kabaddi,0,0,0,0,0,0,0,0,0,0
1.25,"NCOE Mumbai",Wrestling,0,0,0,0,0,0,0,0,0,0
1.25,"NCOE JAGATPUR","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.25,"NCOE JAGATPUR",Rowing,0,0,0,0,0,0,0,1,1,0
1.25,"NCOE National Water Sports Academy (KI), Alleppey","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.25,"NCOE National Water Sports Academy (KI), Alleppey",Rowing,0,0,0,0,0,0,0,0,0,0
1.25,"NCOE Sonepat",Archery,0,0,0,0,0,0,0,0,0,0
1.25,"NCOE Sonepat",Athletics,0,0,0,0,0,0,0,0,0,0
1.25,"NCOE Sonepat",Hockey,0,0,0,0,0,0,0,0,0,0
1.25,"NCOE Sonepat",Kabaddi,0,0,0,0,0,0,0,0,0,0
1.25,"NCOE Sonepat",Wrestling,0,0,0,0,0,0,0,0,0,0
"1.26 No. of NCOE athletes receiving Stipend under KI (Rs 10000 pm)"
1.26,"NCOE Name",Displine,Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.26,"NCOE Bengaluru",Hockey,0,0,0,0,37,37,37,37,40,37
1.26,"NCOE Bengaluru",Weightlifting,0,0,0,0,0,0,0,0,0,0
1.26,"NCOE Bengaluru",Taekwondo,0,0,0,0,0,0,0,0,0,0
1.26,"NCOE Bengaluru",Athletics,0,0,0,0,7,4,15,6,14,6
1.26,"NCOE THIRUVANANTHAPURAM",Football,0,0,2,0,2,0,2,0,10,0
1.26,"NCOE Imphal",Archery,0,0,0,0,0,0,2,2,2,2
1.26,"NCOE Imphal",Athletics,0,0,0,0,0,0,0,0,0,1
1.26,"NCOE Imphal",Cycling,0,0,1,2,1,1,1,0,2,0
1.26,"NCOE Imphal",Fencing,0,0,0,3,0,3,2,6,2,6
1.26,"NCOE Imphal",Football,0,0,0,0,0,0,0,0,0,0
1.26,"NCOE Imphal",Hockey,0,0,0,0,0,0,0,0,0,0
1.26,"NCOE Imphal",Judo,0,0,0,0,0,0,3,2,3,2
1.26,"NCOE Imphal",Weightlifting,0,0,0,0,0,0,0,0,0,0
1.26,"NCOE Imphal",Wushu,0,0,0,0,0,0,0,0,0,0
1.26,"NCOE Mumbai",Hockey,0,0,0,0,0,0,0,0,0,2
1.26,"NCOE Mumbai",Kabaddi,0,0,0,0,0,1,0,1,0,1
1.26,"NCOE Mumbai",Wrestling,0,0,0,0,0,0,0,1,0,2
1.26,"NCOE JAGATPUR","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.26,"NCOE JAGATPUR",Rowing,0,0,10,15,6,10,4,6,9,9
1.26,"NCOE National Water Sports Academy (KI), Alleppey","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.26,"NCOE National Water Sports Academy (KI), Alleppey",Rowing,0,0,0,0,0,0,0,0,0,0
1.26,"NCOE Sonepat",Archery,0,0,9,10,4,3,4,3,4,3
1.26,"NCOE Sonepat",Athletics,0,0,3,0,4,0,2,0,2,0
1.26,"NCOE Sonepat",Hockey,0,0,0,0,0,0,0,0,0,0
1.26,"NCOE Sonepat",Kabaddi,0,0,0,0,0,0,0,0,0,0
1.26,"NCOE Sonepat",Wrestling,0,0,0,0,11,0,10,0,6,0
"1.27 No. of athletes Weeded Out"
1.27,"NCOE Name",Displine,Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.27,"NCOE Bengaluru",Hockey,0,0,0,0,0,0,0,0,0,0
1.27,"NCOE Bengaluru",Weightlifting,0,0,6,3,0,0,0,0,0,0
1.27,"NCOE Bengaluru",Taekwondo,0,0,0,0,0,0,0,0,7,2
1.27,"NCOE Bengaluru",Athletics,0,0,3,8,0,0,6,8,0,1
1.27,"NCOE THIRUVANANTHAPURAM",Football,0,0,10,0,0,0,3,0,0,0
1.27,"NCOE Imphal",Archery,0,0,0,0,0,0,2,2,0,1
1.27,"NCOE Imphal",Athletics,0,0,0,0,0,0,0,1,2,0
1.27,"NCOE Imphal",Cycling,0,0,0,0,0,0,3,5,1,0
1.27,"NCOE Imphal",Fencing,0,0,0,0,0,0,2,3,1,1
1.27,"NCOE Imphal",Football,0,0,0,0,14,0,7,3,0,0
1.27,"NCOE Imphal",Hockey,0,0,0,0,0,0,5,4,0,3
1.27,"NCOE Imphal",Judo,0,0,0,0,0,0,0,3,3,1
1.27,"NCOE Imphal",Weightlifting,0,0,0,0,0,0,2,1,0,1
1.27,"NCOE Imphal",Wushu,0,0,0,0,0,0,2,3,1,0
1.27,"NCOE Mumbai",Hockey,0,0,0,0,0,0,0,12,0,10
1.27,"NCOE Mumbai",Kabaddi,0,0,0,0,1,0,5,0,0,0
1.27,"NCOE Mumbai",Wrestling,0,0,0,0,0,0,6,5,3,4
1.27,"NCOE JAGATPUR","Kayaking & Canoeing",12,1,7,3,0,0,7,3,2,0
1.27,"NCOE JAGATPUR",Rowing,4,3,6,7,0,0,5,4,1,1
1.27,"NCOE National Water Sports Academy (KI), Alleppey","Kayaking & Canoeing",0,0,0,0,0,0,6,5,0,0
1.27,"NCOE National Water Sports Academy (KI), Alleppey",Rowing,0,0,0,0,0,0,7,11,0,0
1.27,"NCOE Sonepat",Archery,1,2,2,1,0,0,7,4,3,1
1.27,"NCOE Sonepat",Athletics,1,0,6,0,0,0,4,1,3,3
1.27,"NCOE Sonepat",Hockey,1,0,3,0,0,0,1,0,3,0
1.27,"NCOE Sonepat",Kabaddi,3,0,3,0,0,0,7,10,7,2
1.27,"NCOE Sonepat",Wrestling,2,0,2,0,0,0,79,0,17,0
"1.28 No. of athletes Newly Inducted"
1.28,"NCOE Name",Displine,Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.28,"NCOE Bengaluru",Hockey,0,0,0,0,37,37,22,28,15,10
1.28,"NCOE Bengaluru",Weightlifting,0,0,0,0,0,0,0,0,0,0
1.28,"NCOE Bengaluru",Taekwondo,0,0,0,0,0,0,9,6,0,0
1.28,"NCOE Bengaluru",Athletics,0,0,0,0,5,11,17,6,0,0
1.28,"NCOE THIRUVANANTHAPURAM",Football,0,0,0,0,2,0,0,0,20,0
1.28,"NCOE Imphal",Archery,0,0,0,0,0,0,0,0,0,0
1.28,"NCOE Imphal",Athletics,0,0,0,0,0,0,5,2,0,0
1.28,"NCOE Imphal",Cycling,0,0,0,0,0,0,0,0,8,6
1.28,"NCOE Imphal",Fencing,0,0,0,0,0,0,0,0,2,4
1.28,"NCOE Imphal",Football,0,0,0,0,0,0,0,0,15,16
1.28,"NCOE Imphal",Hockey,0,0,0,0,0,0,0,0,0,16
1.28,"NCOE Imphal",Judo,0,0,0,0,0,0,7,8,1,0
1.28,"NCOE Imphal",Weightlifting,0,0,0,0,0,0,2,1,1,4
1.28,"NCOE Imphal",Wushu,0,0,0,0,0,0,0,0,5,4
1.28,"NCOE Mumbai",Hockey,0,0,0,0,0,19,0,0,0,32
1.28,"NCOE Mumbai",Kabaddi,0,0,0,0,10,2,0,0,10,5
1.28,"NCOE Mumbai",Wrestling,0,0,0,0,0,0,14,11,0,0
1.28,"NCOE JAGATPUR","Kayaking & Canoeing",15,4,4,2,3,0,0,0,7,7
1.28,"NCOE JAGATPUR",Rowing,10,7,2,4,10,10,1,0,5,0
1.28,"NCOE National Water Sports Academy (KI), Alleppey","Kayaking & Canoeing",0,0,0,0,0,0,0,0,7,7
1.28,"NCOE National Water Sports Academy (KI), Alleppey",Rowing,0,0,0,0,0,0,0,0,14,8
1.28,"NCOE Sonepat",Archery,3,2,11,4,0,0,20,14,8,9
1.28,"NCOE Sonepat",Athletics,0,0,6,6,0,0,8,3,15,14
1.28,"NCOE Sonepat",Hockey,7,0,5,0,0,0,0,0,17,14
1.28,"NCOE Sonepat",Kabaddi,2,0,11,0,0,0,0,9,14,11
1.28,"NCOE Sonepat",Wrestling,9,0,6,0,0,0,118,0,48,0
"1.29 No. of athletes Retained"
1.29,"NCOE Name",Displine,Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.29,"NCOE Bengaluru",Hockey,0,0,0,0,37,37,15,0,25,0
1.29,"NCOE Bengaluru",Weightlifting,0,0,0,0,0,0,0,0,0,0
1.29,"NCOE Bengaluru",Taekwondo,0,0,0,0,0,0,6,8,0,0
1.29,"NCOE Bengaluru",Athletics,0,0,5,14,0,0,0,0,0,0
1.29,"NCOE THIRUVANANTHAPURAM",Football,25,0,25,0,14,0,14,0,34,0
1.29,"NCOE Imphal",Archery,0,0,0,0,14,10,13,7,10,6
1.29,"NCOE Imphal",Athletics,0,0,0,0,4,6,1,2,4,3
1.29,"NCOE Imphal",Cycling,0,0,0,0,8,18,11,13,19,15
1.29,"NCOE Imphal",Fencing,0,0,0,0,20,19,13,12,15,16
1.29,"NCOE Imphal",Football,0,0,0,0,39,20,16,13,24,17
1.29,"NCOE Imphal",Hockey,0,0,0,0,22,20,13,11,27,26
1.29,"NCOE Imphal",Judo,0,0,0,0,0,0,12,12,17,14
1.29,"NCOE Imphal",Weightlifting,0,0,0,0,8,11,4,11,8,16
1.29,"NCOE Imphal",Wushu,0,0,0,0,34,32,10,14,15,19
1.29,"NCOE Mumbai",Hockey,0,0,0,0,0,0,0,7,0,29
1.29,"NCOE Mumbai",Kabaddi,0,0,0,0,10,2,9,2,0,0
1.29,"NCOE Mumbai",Wrestling,0,0,0,0,0,0,2,3,15,11
1.29,"NCOE JAGATPUR","Kayaking & Canoeing",9,12,17,13,21,15,21,15,20,19
1.29,"NCOE JAGATPUR",Rowing,1,13,5,13,7,17,12,23,16,17
1.29,"NCOE National Water Sports Academy (KI), Alleppey","Kayaking & Canoeing",0,0,0,0,0,0,0,0,11,18
1.29,"NCOE National Water Sports Academy (KI), Alleppey",Rowing,0,0,0,0,0,0,0,0,6,12
1.29,"NCOE Sonepat",Archery,11,6,9,8,9,8,31,26,39,33
1.29,"NCOE Sonepat",Athletics,30,0,16,0,16,0,28,13,29,16
1.29,"NCOE Sonepat",Hockey,27,0,26,0,26,0,26,7,20,17
1.29,"NCOE Sonepat",Kabaddi,31,0,23,0,23,0,20,19,40,14
1.29,"NCOE Sonepat",Wrestling,29,0,13,0,13,0,53,0,73,0
"1.30 No of athletes left the scheme due to employment/higher studies"
1.30,"NCOE Name",Displine,Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.3,"NCOE Bengaluru",Hockey,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Bengaluru",Weightlifting,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Bengaluru",Taekwondo,0,0,0,0,0,0,0,0,3,2
1.3,"NCOE Bengaluru",Athletics,0,0,0,0,0,0,2,1,0,0
1.3,"NCOE THIRUVANANTHAPURAM",Football,0,0,0,0,1,0,0,0,0,0
1.3,"NCOE Imphal",Archery,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Imphal",Athletics,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Imphal",Cycling,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Imphal",Fencing,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Imphal",Football,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Imphal",Hockey,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Imphal",Judo,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Imphal",Weightlifting,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Imphal",Wushu,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Mumbai",Hockey,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Mumbai",Kabaddi,0,0,0,0,1,0,0,0,0,0
1.3,"NCOE Mumbai",Wrestling,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE JAGATPUR","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.3,"NCOE JAGATPUR",Rowing,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE National Water Sports Academy (KI), Alleppey","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.3,"NCOE National Water Sports Academy (KI), Alleppey",Rowing,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Sonepat",Archery,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Sonepat",Athletics,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Sonepat",Hockey,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Sonepat",Kabaddi,0,0,0,0,0,0,0,0,0,0
1.3,"NCOE Sonepat",Wrestling,0,0,0,0,0,0,0,0,0,0
"1.31 No of athletes left the scheme for personal reasons"
1.31,"NCOE Name",Displine,Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.31,"NCOE Bengaluru",Hockey,0,0,0,0,0,0,1,0,0,0
1.31,"NCOE Bengaluru",Weightlifting,0,0,0,0,0,0,0,0,0,0
1.31,"NCOE Bengaluru",Athletics,0,0,0,0,0,0,0,0,0,0
1.31,"NCOE THIRUVANANTHAPURAM",Football,0,0,0,0,2,0,0,0,0,0
1.31,"NCOE Mumbai",Hockey,0,0,0,0,0,0,0,0,0,7
1.31,"NCOE Mumbai",Kabaddi,0,0,0,0,0,0,1,0,0,0
1.31,"NCOE Mumbai",Wrestling,0,0,0,0,0,0,3,2,0,0
1.31,"NCOE JAGATPUR","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.31,"NCOE JAGATPUR",Rowing,0,0,0,0,0,0,0,0,0,0
1.31,"NCOE National Water Sports Academy (KI), Alleppey","Kayaking & Canoeing",0,0,0,0,0,0,0,0,0,0
1.31,"NCOE National Water Sports Academy (KI), Alleppey",Rowing,0,0,0,0,0,0,0,0,0,0
1.31,"NCOE Sonepat",Archery,0,0,0,0,0,0,0,0,0,0
1.31,"NCOE Sonepat",Athletics,0,0,0,0,0,0,0,0,0,0
1.31,"NCOE Sonepat",Hockey,0,0,0,0,0,0,0,0,0,0
1.31,"NCOE Sonepat",Kabaddi,0,0,0,0,0,0,0,0,0,0
1.31,"NCOE Sonepat",Wrestling,0,0,0,0,0,0,0,0,0,0
"1.32 Domicile of the athletes present at the center"
1.32,"NCOE Name",State,Discipline,"No.of Male","No.of Female"
1.32,"NCOE Bengaluru",Karnataka,Hockey,4,1
1.32,"NCOE Bengaluru",Maharashtra,Hockey,1,3
1.32,"NCOE Bengaluru","Madhya Pradesh",Hockey,1,7
1.32,"NCOE Bengaluru",Chandigarh,Hockey,1,0
1.32,"NCOE Bengaluru","Uttar Pradesh",Hockey,13,1
1.32,"NCOE Bengaluru",Odisha,Hockey,7,8
1.32,"NCOE Bengaluru",Haryana,Hockey,7,5
1.32,"NCOE Bengaluru",Manipur,Hockey,1,2
1.32,"NCOE Bengaluru",Uttrakhand,Hockey,1,0
1.32,"NCOE Bengaluru",Delhi,Hockey,1,0
1.32,"NCOE Bengaluru","Tamil Nadu",Hockey,1,0
1.32,"NCOE Bengaluru",Punjab,Hockey,2,1
1.32,"NCOE Bengaluru",Jharkhand,Hockey,0,3
1.32,"NCOE Bengaluru","Andhra Pradesh",Hockey,0,2
1.32,"NCOE Bengaluru",Assam,Taekwondo,0,2
1.32,"NCOE Bengaluru",Bihar,Taekwondo,1,0
1.32,"NCOE Bengaluru",Delhi,Taekwondo,1,0
1.32,"NCOE Bengaluru",Haryana,Taekwondo,2,0
1.32,"NCOE Bengaluru",Jharkhand,Taekwondo,0,1
1.32,"NCOE Bengaluru",Karnataka,Taekwondo,3,6
1.32,"NCOE Bengaluru",Maharashtra,Taekwondo,0,1
1.32,"NCOE Bengaluru",Mizoram,Taekwondo,0,1
1.32,"NCOE Bengaluru",Rajasthan,Taekwondo,1,0
1.32,"NCOE Bengaluru","Tamil Nadu",Taekwondo,0,1
1.32,"NCOE Bengaluru","Uttar Pradesh",Taekwondo,1,2
1.32,"NCOE Bengaluru",Uttrakhand,Taekwondo,2,1
1.32,"NCOE Bengaluru",Telangana,Hockey,0,1
1.32,"NCOE Bengaluru",Assam,Hockey,0,1
1.32,"NCOE Bengaluru",Chhattisgarh,Hockey,0,2
1.32,"NCOE Bengaluru","Andhra Pradesh",Athletics,0,3
1.32,"NCOE Bengaluru",Delhi,Athletics,1,1
1.32,"NCOE Bengaluru",Gujarat,Athletics,4,0
1.32,"NCOE Bengaluru",Haryana,Athletics,14,6
1.32,"NCOE Bengaluru",Karnataka,Athletics,8,15
1.32,"NCOE Bengaluru",Kerala,Athletics,3,2
1.32,"NCOE Bengaluru",Maharashtra,Athletics,4,2
1.32,"NCOE Bengaluru",Punjab,Athletics,2,3
1.32,"NCOE Bengaluru",Rajasthan,Athletics,6,3
1.32,"NCOE Bengaluru","Tamil Nadu",Athletics,5,3
